quality,ID
0.167145,00503.stimsim
0.168729,00504.stimsim
0.167211,00505.stimsim
0.166584,00506.stimsim
0.167871,00507.stimsim
0.167277,00508.stimsim
0.167508,00509.stimsim
0.168696,00510.stimsim
0.168036,00511.stimsim
0.166848,00512.stimsim
0.165858,00513.stimsim
0.168564,00514.stimsim
0.167145,00515.stimsim
0.167343,00516.stimsim
0.165693,00517.stimsim
0.170247,00518.stimsim
0.168102,00519.stimsim
0.166089,00520.stimsim
0.166683,00521.stimsim
0.167244,00522.stimsim
0.169257,00523.stimsim
0.167607,00524.stimsim
0.16764,00525.stimsim
0.167937,00526.stimsim
0.168663,00527.stimsim
0.168102,00528.stimsim
0.168102,00529.stimsim
0.167937,00530.stimsim
0.168168,00531.stimsim
0.168531,00532.stimsim
0.167277,00533.stimsim
0.166485,00534.stimsim
0.168894,00535.stimsim
0.167904,00536.stimsim
0.167013,00537.stimsim
0.167046,00538.stimsim
0.169224,00539.stimsim
0.166221,00540.stimsim
0.16731,00541.stimsim
0.167871,00542.stimsim
0.16764,00543.stimsim
0.167013,00544.stimsim
0.167541,00545.stimsim
0.167706,00546.stimsim
0.170115,00547.stimsim
0.168399,00548.stimsim
0.167112,00549.stimsim
0.168795,00550.stimsim
0.167706,00551.stimsim
0.166518,00552.stimsim
0.166419,00553.stimsim
0.167211,00554.stimsim
0.167772,00555.stimsim
0.167442,00556.stimsim
0.167607,00557.stimsim
0.166023,00558.stimsim
0.167904,00559.stimsim
0.166914,00560.stimsim
0.168135,00561.stimsim
0.168135,00562.stimsim
0.168036,00563.stimsim
0.166716,00564.stimsim
0.170478,00565.stimsim
0.167376,00566.stimsim
0.168729,00567.stimsim
0.168564,00568.stimsim
0.168366,00569.stimsim
0.167838,00570.stimsim
0.166221,00571.stimsim
0.166419,00572.stimsim
0.167904,00573.stimsim
0.167277,00574.stimsim
0.167211,00575.stimsim
0.167805,00576.stimsim
0.167739,00577.stimsim
0.168498,00578.stimsim
0.166782,00579.stimsim
0.166287,00580.stimsim
0.168168,00581.stimsim
0.167178,00582.stimsim
0.167574,00583.stimsim
0.167607,00584.stimsim
0.167211,00585.stimsim
0.167046,00586.stimsim
0.168828,00587.stimsim
0.166749,00588.stimsim
0.170214,00589.stimsim
0.167112,00590.stimsim
0.168036,00591.stimsim
0.168135,00592.stimsim
